,ImageId,EncodedPixels
1710,01e0fce2c.jpg,301078 6 301846 12 302614 12 303382 12 304150 12 304917 13 305685 12 306453 12 307221 12 307989 12 308757 12 309525 12 310293 12 311061 12 311829 12 312596 13 313364 12 314132 12 314900 12 315668 12 316436 12 317204 12 317972 12 318740 12 319507 13 320275 12 321043 12 321811 12 322579 12 323347 12 324115 12 324883 12 325651 12 326419 12 327186 13 327954 12 328722 12 329490 12 330258 12 331026 12 331794 12 332562 12 333330 12 334097 13 334865 12 335633 12 336401 12 337169 12 337937 12 338705 12 339473 12 340241 12 341009 12 341776 13 342544 12 343312 12 344080 12 344848 12 345622 6
1711,01e0fce2c.jpg,98425 14 99193 14 99961 14 100729 14 101497 14 102265 14 103033 14 103801 14 104569 14 105337 14 106105 14 106873 14 107641 14 108409 14 109177 14 109945 14 110713 13 111481 13 112249 13 113017 13 113785 13 114553 13 115321 13 116089 13 116856 13 117624 13 118392 13 119160 13 119928 13 120696 13 121464 13 122232 13 123000 13 123768 13 124536 13 125304 13 126072 13 126840 13 127608 13 128376 13 129144 12 129912 12 130680 12 131448 12 132216 12 132984 12 133752 12 134520 12
1712,01e0fce2c.jpg,290659 3 291423 7 292187 11 292950 17 293714 21 294478 25 295243 28 296011 29 296779 29 297548 28 298316 28 299084 29 299852 29 300621 28 301389 28 302157 28 302925 29 303694 28 304462 28 305230 28 305998 29 306767 28 307535 28 308303 28 309071 29 309840 28 310608 28 311376 28 312144 28 312912 29 313681 28 314449 28 315217 28 315985 29 316754 28 317522 28 318290 28 319058 29 319827 28 320595 28 321363 28 322131 28 322900 28 323668 28 324436 28 325204 28 325972 29 326741 28 327509 28 328277 28 329045 29 329814 28 330582 28 331350 28 332118 28 332887 28 333655 28 334423 28 335191 28 335960 28 336728 28 337496 28 338264 28 339033 28 339801 28 340569 28 341337 28 342105 28 342874 28 343642 28 344410 28 345178 28 345947 28 346715 28 347483 28 348251 28 349020 27 349788 28 350556 28 351324 28 352093 27 352861 28 353629 28 354397 28 355166 27 355934 28 356702 28 357470 28 358238 28 359007 27 359775 28 360543 28 361311 28 362080 27 362848 28 363616 28 364384 28 365153 27 365921 28 366689 28 367457 28 368226 27 368994 27 369762 28 370530 28 371299 27 372067 27 372835 28 373603 28 374371 28 375140 27 375908 28 376676 28 377444 28 378213 27 378981 27 379749 28 380517 28 381286 27 382054 27 382822 28 383590 28 384359 27 385127 27 385895 28 386663 28 387431 28 388200 27 388968 27 389736 28 390504 28 391273 27 392041 27 392809 28 393577 28 394346 27 395114 27 395882 28 396650 28 397419 27 398187 24 398955 20 399723 16 400492 11 401260 7 402028 3
1725,01e744922.jpg,137537 2 138305 5 139072 8 139840 10 140607 11 141375 10 142143 10 142910 10 143678 10 144446 10 145213 10 145981 10 146748 11 147516 10 148286 8 149057 4 149827 2
1758,01f0f3e8e.jpg,
1759,01f0f8691.jpg,
1792,01faa3823.jpg,
1796,01fbf3945.jpg,
1859,0211eaf35.jpg,
1876,0218636b3.jpg,
1880,0219dec84.jpg,102985 1 103752 3 104519 6 105286 8 106054 9 106821 9 107588 9 108355 9 109122 10 109891 8 110660 6 111430 3 112199 1
1881,0219dec84.jpg,117554 4 118322 4 119090 4
1882,0219dec84.jpg,119072 2 119839 5 120607 7 121374 9 122142 8 122909 9 123676 9 124444 9 125211 9 125979 8 126746 9 127516 6 128286 4 129056 1
1883,0219dec84.jpg,102957 2 103725 3 104492 4 105262 1
1909,0221c3d75.jpg,
1924,0224562c4.jpg,
1948,022d62754.jpg,
1959,0231d2f81.jpg,
1968,023583ef4.jpg,
2006,02402eb27.jpg,
2024,024608d39.jpg,
2054,024fe0b8d.jpg,
2072,02535bfb0.jpg,
2094,0259a850b.jpg,
2108,025baec78.jpg,369909 1 370676 4 371444 6 372211 9 372979 10 373746 10 374514 10 375281 10 376049 10 376816 10 377584 10 378351 10 379119 10 379886 10 380653 11 381421 10 382188 11 382956 10 383723 10 384491 10 385258 10 386026 10 386793 10 387561 10 388328 10 389095 11 389863 10 390630 11 391398 10 392165 10 392933 10 393700 10 394468 10 395235 10 396003 10 396770 10 397538 10 398305 10 399072 11 399840 10 400607 11 401375 10 402142 10 402910 10 403677 10 404445 10 405212 10 405980 10 406747 10 407516 9 408286 6 409056 4 409826 1
2109,025baec78.jpg,445363 1 446130 4 446898 6 447665 9 448433 10 449200 13 449967 16 450735 17 451502 17 452270 17 453037 17 453805 17 454572 17 455339 17 456107 17 456874 17 457642 17 458409 17 459176 18 459944 17 460711 17 461479 17 462246 17 463013 18 463781 17 464548 17 465316 17 466083 17 466851 17 467618 17 468385 17 469153 17 469920 17 470688 17 471455 17 472222 18 472990 17 473757 17 474525 17 475292 17 476059 18 476827 17 477594 17 478362 17 479129 17 479897 17 480664 17 481431 17 482199 17 482966 17 483734 17 484501 17 485268 18 486036 17 486803 17 487571 17 488338 17 489105 18 489873 17 490640 17 491408 17 492175 17 492943 17 493710 17 494477 17 495245 17 496012 17 496780 17 497547 17 498316 16 499086 13 499856 10 500626 8 501395 6 502165 4 502935 1
2110,025baec78.jpg,187136 2 187904 5 188671 10 189439 13 190207 15 190974 16 191742 15 192510 15 193278 15 194045 15 194813 15 195581 15 196348 15 197116 15 197884 15 198651 15 199419 15 200187 15 200954 15 201722 15 202490 15 203258 14 204025 15 204793 15 205561 14 206328 15 207096 15 207864 14 208631 15 209399 15 210167 14 210934 15 211702 15 212470 14 213237 15 214005 15 214773 14 215541 14 216308 15 217076 14 217844 14 218611 15 219379 14 220149 12 220920 9 221691 5 222462 2
2111,025baec78.jpg,64921 2 65689 4 66456 7 67224 9 67991 12 68759 14 69526 17 70294 19 71061 20 71829 19 72596 20 73364 19 74131 20 74899 19 75667 19 76434 19 77202 19 77969 20 78737 19 79504 20 80272 19 81039 20 81807 19 82574 20 83342 19 84109 20 84877 19 85645 19 86412 20 87180 19 87947 20 88715 19 89482 20 90250 19 91017 20 91785 19 92552 20 93320 20 94087 20 94855 20 95622 20 96390 20 97158 19 97925 20 98693 19 99460 20 100228 20 100995 20 101763 20 102530 20 103298 20 104065 20 104833 20 105600 20 106368 20 107136 20 107903 20 108671 20 109438 20 110206 20 110973 20 111741 20 112508 20 113276 20 114043 20 114811 20 115578 21 116346 20 117116 18 117886 15 118656 13 119427 9 120197 7 120967 4 121737 2
2112,025baec78.jpg,424866 2 425634 5 426401 9 427169 12 427937 15 428704 18 429472 18 430240 17 431007 18 431775 18 432543 17 433311 17 434078 18 434846 17 435614 17 436381 18 437149 18 437917 17 438684 18 439452 18 440220 17 440987 18 441755 18 442523 17 443290 18 444058 18 444826 17 445593 18 446361 18 447129 17 447896 18 448664 18 449432 17 450200 17 450967 18 451735 17 452503 17 453270 18 454038 18 454806 17 455573 18 456341 18 457109 17 457876 18 458644 18 459414 15 460185 12 460956 9 461727 5 462498 2
2113,025baec78.jpg,233799 2 234567 5 235334 10 236102 13 236870 16 237637 19 238405 19 239173 18 239940 19 240708 19 241475 19 242243 19 243011 18 243778 19 244546 19 245314 18 246081 19 246849 19 247617 18 248384 19 249152 19 249920 18 250687 19 251455 18 252223 18 252990 19 253758 18 254525 19 255293 19 256061 18 256828 19 257596 19 258364 18 259131 19 259899 18 260667 18 261434 19 262202 18 262970 18 263737 19 264505 18 265272 19 266040 19 266808 18 267575 19 268343 18 269111 18 269878 19 270646 18 271414 18 272181 19 272949 18 273717 18 274484 19 275252 18 276020 18 276787 18 277555 18 278322 19 279090 18 279858 18 280625 19 281393 18 282161 18 282928 19 283696 18 284466 16 285236 13 286007 10 286777 8 287548 4 288318 2
2114,025baec78.jpg,481557 2 482325 4 483092 7 483860 9 484627 12 485395 12 486163 11 486930 12 487698 11 488465 12 489233 12 490001 11 490768 12 491536 11 492303 12 493071 12 493839 11 494606 12 495374 11 496141 12 496909 12 497677 11 498444 12 499212 11 499979 12 500747 12 501514 12 502282 12 503050 11 503817 12 504585 11 505352 12 506120 12 506888 11 507655 12 508423 11 509190 12 509958 12 510726 11 511493 12 512261 11 513028 12 513796 12 514564 11 515331 12 516099 11 516866 12 517634 12 518404 9 519174 7 519944 4 520714 2
2115,025baec78.jpg,257172 1 257939 4 258707 6 259474 9 260242 11 261009 14 261777 15 262544 15 263312 15 264079 15 264847 15 265614 15 266382 15 267149 15 267916 16 268684 15 269451 16 270219 15 270986 16 271754 15 272521 16 273289 15 274056 16 274824 15 275591 16 276358 16 277126 16 277893 16 278661 15 279428 16 280196 15 280963 16 281731 15 282498 16 283266 15 284033 16 284801 15 285568 16 286335 16 287103 16 287870 16 288638 16 289405 16 290173 16 290940 16 291708 16 292475 16 293243 15 294010 16 294777 16 295545 16 296312 16 297080 16 297847 16 298615 16 299382 16 300150 16 300917 16 301685 16 302452 16 303220 16 303987 16 304757 14 305527 11 306297 9 307067 6 307837 4 308607 1
2116,025baec78.jpg,421176 2 421944 5 422711 9 423479 12 424247 14 425014 15 425782 14 426550 14 427317 15 428085 14 428853 14 429620 15 430388 14 431156 14 431923 15 432691 14 433459 14 434226 15 434994 14 435762 14 436529 15 437297 14 438065 14 438832 15 439600 14 440368 14 441135 15 441903 14 442671 14 443438 15 444206 14 444974 14 445741 15 446509 14 447279 12 448050 9 448821 5 449592 2
2117,025baec78.jpg,544711 2 545479 5 546246 10 547014 13 547782 15 548549 16 549317 15 550085 15 550852 16 551620 15 552388 15 553155 16 553923 15 554691 15 555459 15 556226 15 556994 15 557762 15 558529 15 559297 15 560065 15 560832 15 561600 15 562368 15 563135 15 563903 15 564671 15 565438 15 566206 15 566974 15 567741 15 568509 15 569277 15 570044 15 570812 15 571580 15 572347 15 573115 15 573883 15 574650 15 575418 15 576186 15 576954 14 577721 15 578489 15 579257 14 580024 15 580792 15 581560 14 582327 15 583095 15 583863 14 584630 15 585398 15 586166 14 586933 15 587701 15 588471 12 589243 8
2118,025baec78.jpg,379877 2 380644 5 381412 7 382179 8 382947 7 383714 8 384482 7 385249 8 386017 7 386784 8 387552 7 388319 8 389087 7 389854 8 390622 7 391389 8 392157 7 392924 8 393692 7 394459 8 395227 7 395994 8 396762 7 397529 8 398298 6 399068 4 399838 1
2119,025baec78.jpg,74468 1 75235 4 76003 6 76770 9 77538 10 78305 13 79073 15 79840 17 80608 16 81375 17 82143 16 82910 17 83678 16 84445 17 85213 16 85980 17 86748 16 87515 16 88282 17 89050 16 89817 17 90585 16 91352 17 92120 16 92887 17 93655 16 94422 17 95190 16 95957 16 96725 16 97492 16 98260 16 99027 16 99795 16 100562 16 101330 16 102097 16 102864 16 103632 16 104399 16 105167 16 105934 16 106702 16 107469 16 108237 16 109004 16 109772 16 110539 16 111307 15 112074 16 112842 15 113609 16 114377 15 115144 16 115911 16 116679 16 117446 16 118214 15 118981 16 119749 15 120516 16 121284 15 122051 16 122819 15 123586 16 124354 15 125121 16 125889 15 126656 15 127424 15 128191 15 128960 14 129730 11 130500 9 131270 6 132040 4 132810 1
